,Unnamed: 0,title,publication date,subject,journal,DOI,author,abstract,from_database,tfidf_score
853,1823,A Genotype-Phenotype Study of High-Resolution <i>FMR1</i> Nucleic Acid and Protein Analyses in Fragile X Patients with Neurobehavioral Assessments.,2020-09-30 00:00:00,,Brain sciences,E694,,"Fragile X syndrome (FXS) is caused by silencing of the <i>FMR1</i> gene, which encodes a protein with a critical role in synaptic plasticity. The molecular abnormality underlying <i>FMR1</i> silencing, CGG repeat expansion, is well characterized; however, delineation of the pathway from DNA to RNA to protein using biosamples from well characterized patients with FXS is limited. Since FXS is a common and prototypical genetic disorder associated with intellectual disability (ID) and autism spectrum disorder (ASD), a comprehensive assessment of the <i>FMR1</i> DNA-RNA-protein pathway and its correlations with the neurobehavioral phenotype is a priority. We applied nine sensitive and quantitative assays evaluating <i>FMR1</i> DNA, RNA, and FMRP parameters to a reference set of cell lines representing the range of <i>FMR1</i> expansions. We then used the most informative of these assays on blood and buccal specimens from cohorts of patients with different <i>FMR1</i> expansions, with emphasis on those with FXS (N = 42 total, N = 31 with FMRP measurements). The group with FMRP data was also evaluated comprehensively in terms of its neurobehavioral profile, which allowed molecular-neurobehavioral correlations. <i>FMR1</i> CGG repeat expansions, methylation levels, and FMRP levels, in both cell lines and blood samples, were consistent with findings of previous <i>FMR1</i> genomic and protein studies. They also demonstrated a high level of agreement between blood and buccal specimens. These assays further corroborated previous reports of the relatively high prevalence of methylation mosaicism (slightly over 50% of the samples). Molecular-neurobehavioral correlations confirmed the inverse relationship between overall severity of the FXS phenotype and decrease in FMRP levels (N = 26 males, mean 4.2 ± 3.3 pg FMRP/ng genomic DNA). Other intriguing findings included a significant relationship between the diagnosis of FXS with ASD and two-fold lower levels of FMRP (mean 2.8 ± 1.3 pg FMRP/ng genomic DNA, <i>p</i> = 0.04), in particular observed in younger age- and IQ-adjusted males (mean age 6.9 ± 0.9 years with mean 3.2 ± 1.2 pg FMRP/ng genomic DNA, 57% with severe ASD), compared to FXS without ASD. Those with severe ID had even lower FMRP levels independent of ASD status in the male-only subset. The results underscore the link between <i>FMR1</i> expansion, gene methylation, and FMRP deficit. The association between FMRP deficiency and overall severity of the neurobehavioral phenotype invites follow up studies in larger patient cohorts. They would be valuable to confirm and potentially extend our initial findings of the relationship between ASD and other neurobehavioral features and the magnitude of FMRP deficit. Molecular profiling of individuals with FXS may have important implications in research and clinical practice.",pubmed,0.3896340039497987
72,589,Sleep and stereotypy in children with autism: effectiveness of function-based behavioral treatment,,General Medicine,,10.1016/j.sleep.2021.01.062,"{'given': 'Jolene E.', 'family': 'Hunter', 'sequence': 'first', 'affiliation': []}",,crossref,0.38961028200431114
86,702,"Dance, rhythm, and autism spectrum disorder: An explorative study",,Clinical Psychology,,10.1016/j.aip.2020.101755,"{'ORCID': 'http://orcid.org/0000-0003-4543-4163', 'authenticated-orcid': False, 'given': 'Phoebe O.', 'family': 'Morris', 'sequence': 'first', 'affiliation': []}",,crossref,0.38881406615460545
496,1414,"Treatment use among children with Tourette syndrome living in the United States, 2014.",2020-08-18 00:00:00,,Psychiatry research,S0165-1781(20)32172-7,,"Treatment of Tourette syndrome (TS) can be complicated by changes over time in tic expression, severity, and co-occurring disorders. Using the 2014 National Survey of the Diagnosis and Treatment of ADHD and Tourette Syndrome, this study provides descriptive estimates of the use of behavioral interventions and medication among children living with TS. Parent-reported data on 115 children aged 5-17 years ever diagnosed with TS were analyzed to provide descriptive, unweighted results. Overall, 77.4% of children had current or past use of any TS treatment; 59.1% ever used behavioral interventions and 56.1% had ever taken TS medication. Children with ""moderate"" or ""severe"" versus ""mild"" TS, ≥1 co-occurring disorders, and tics that interfered with functioning were significantly more likely to have used one or more TS treatments. Side effects were reported for 84.4% of children who took TS medication. Most parents of children with current TS (87.2%) were satisfied with the management of their child's TS. However, parents of children with ""moderate"" or ""severe"" current TS were significantly more dissatisfied compared to parents of children with ""mild"" TS. Findings from this study could be used to inform efforts to support children living with TS and their families.",pubmed,0.38831070372849386
102,816,Visual attention prediction for Autism Spectrum Disorder with hierarchical semantic fusion,,Signal Processing,,10.1016/j.image.2021.116186,"{'given': 'Yuming', 'family': 'Fang', 'sequence': 'first', 'affiliation': []}",,crossref,0.387807222525752
51,420,Examining the correlation between symptoms of obsessive compulsive disorder and autism spectrum disorder in a community-based sample of adults,,Biological Psychiatry,,10.1016/j.psychres.2021.113826,"{'given': 'Lucy', 'family': 'Barnard-Brak', 'sequence': 'first', 'affiliation': []}",,crossref,0.38770881731371365
934,1918,"Is cognitive inflexibility a missing link? The role of cognitive inflexibility, alexithymia and intolerance of uncertainty in externalising and internalising behaviours in young people with autism spectrum disorder.",2020-08-21 00:00:00,,"Journal of child psychology and psychiatry, and allied disciplines",10.1111/jcpp.13295,,"Internalising (anxiety and low mood) and externalising (aggressive or outburst behaviours, and irritability) difficulties are very common in autism spectrum disorder (ASD) across the life span, relatively stable over time and often associated with poorer quality of life. Understanding the cognitive mechanisms underlying internalising and externalising difficulties in ASD is essential for developing targeted supports and interventions. In the present study, we investigated established and less-researched cognitive factors hypothesised to contribute to internalising and/or externalising difficulties in ASD, namely cognitive inflexibility (CI), intolerance of uncertainty (IU) and alexithymia. Based on previous models and clinical experience, we hypothesised that IU would lead to internalising symptoms, with alexithymia contributing to this pathway, and that CI would have a direct effect on externalising behaviours and may indirectly contribute to internalising symptoms via increasing IU.",pubmed,0.38748707467777516
231,1109,Diagnostic genetic testing for neurodevelopmental psychiatric disorders: closing the gap between recommendation and clinical implementation.,2021-01-09 00:00:00,,Current opinion in genetics & development,S0959-437X(20)30180-5,,"Advances in laboratory testing have significantly increased the detection of rare genetic etiologies of neurodevelopmental psychiatric disorders (NPD), particularly developmental delay/ intellectual disability, autism spectrum disorder, and schizophrenia. Establishing a genetic diagnosis has important medical and personal utility for individuals with these conditions. Diagnostic genetic tests for NPD are clinically available but underutilized outside of medical genetics settings. Without clear multidisciplinary consensus recommendations, active involvement of medical specialists working with NPD patients, and practical education and training, the implementation of genetic testing for NPD will continue to lag behind other areas of medicine. In the long-term, collaborative efforts to address educational, logistical, and workforce obstacles will improve patient care and pave the way for targeted, effective NPD treatments.",pubmed,0.3869216839140415
844,1814,"Corrigendum: Parental Attunement, Insightfulness, and Acceptance of Child Diagnosis in Parents of Children With Autism: Clinical Implications.",2020-09-15 00:00:00,,Frontiers in psychology,10.3389/fpsyg.2020.593327,,[This corrects the article DOI: 10.3389/fpsyg.2020.01849.].,pubmed,0.3859772169669555
524,1446,"Elevated rates of autism, other neurodevelopmental and psychiatric diagnoses, and autistic traits in transgender and gender-diverse individuals.",2020-08-07 00:00:00,,Nature communications,10.1038/s41467-020-17794-1,,"It is unclear whether transgender and gender-diverse individuals have elevated rates of autism diagnosis or traits related to autism compared to cisgender individuals in large non-clinic-based cohorts. To investigate this, we use five independently recruited cross-sectional datasets consisting of 641,860 individuals who completed information on gender, neurodevelopmental and psychiatric diagnoses including autism, and measures of traits related to autism (self-report measures of autistic traits, empathy, systemizing, and sensory sensitivity). Compared to cisgender individuals, transgender and gender-diverse individuals have, on average, higher rates of autism, other neurodevelopmental and psychiatric diagnoses. For both autistic and non-autistic individuals, transgender and gender-diverse individuals score, on average, higher on self-report measures of autistic traits, systemizing, and sensory sensitivity, and, on average, lower on self-report measures of empathy. The results may have clinical implications for improving access to mental health care and tailoring adequate support for transgender and gender-diverse individuals.",pubmed,0.3858748034016409
